"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13571","should login with valid credentials","chromium","2026-08-30","passed","2026-08-30","Login with valid credentials","Login.spec.ts","",""
